clean_text,sentiment_label
mantaaappppp sesuai deskripsi dont worry be happy,positive
terimakasih tidak sesuai deskripsi bukannya itu mm bukan mm kalo sesuai gambar iklan kan tidak menyimak benar saya dan maaf saya tidak punya sigmat,neutral
barang yang dipesan ukuran tapi dikirim ukuran,negative
barang sampai dengan cepat sekali padahal sudah masuk libur lebaran request kirim cepat karena mau pakai terima kasih banyak get wind,positive
dapat bonus,positive
terima kasih paket sudah sampai pengiriman nya cepat sekali sampai pun juga cepat pengiriman super aman belum di coba kegunaannya terima kasih yaach seller semoga sukses selalu,positive
sesuai dengan pesanan,positive
suka dengan kwalitasnya terpercaya 👍,positive
psanan sudah nymp barang ok pengemasan rapi respon penjual sangat ramah harga murah pengiriman sangat cepat terima kasih tokped nex order lagi,positive
karakteristik kuat bahan bagus ukuran sesuai aku suka sekalii🩷🩷,positive
sudah sampai dengan selamat tidak ada kurang satu apapun semuanya sesuai terima kasih karena semoga terus aman packing aman pengiriman cepat ini toko amanah banget ini sudah order aku yang kedua dalam tahun ini dengan harga segitu dapat barang dengan fitur yang oke banget seller pengiriman ini cepat banget lagi,positive
produk sudah saya terima dalam keadaan baik dan lengkap thanks seller,positive
barang sudah sampai,positive
sesuai deskripsi produk berfungsi dengan baik packing aman 👍,positive
standar,neutral
terima kasih bonus lem kertas nya sukses selalu,positive
wanginya suka next pengin ukuran lebih banyak thanks,positive
pengiriman cepat seller responsive benaran hitungan detik langsung jawab chat ikannya segar beli sashimi grade buat makan ya sang dinner puas banget gram makan buat berenam,positive
belum dimasak kelihatan bagus tq seller,positive
kulit tebal enggak longgar ditangan pas pertama kali memakai harus penyesuaian dulu sama tangan,positive
seller fast response barang berkualitas pengiriman cepat recomended seller👍👍,positive
respon cepat paket sampai dengan aman produk sesuai dengan deskripsi mantap,positive
kualitas produk packingnya oke bagus kirimnya cepat sesuai dengan promonya,positive
mantap barangnya sesuai bahannya juga keren puas sekali,positive
👍👍👍👍,positive
ok akan ditest barangnya secara tampilan ok tapi musti ditest performanya bintang sementara untuk tokonya yang delivery tepat waktu,positive
pengiriman lumayan cepat packingnya aman di bubble wrap double untuk produknya yang variant putih ukurannya lebih besar dari yang hitam kedua masker juga tidak terlalu tebal tapi sesuai dengan harganya,positive
sesuai pesanan keren speeds best seller ☺,positive
belum di coba jadi bintang satu dulu ya jangan sedih atau kecewa karena kita hidup harus optimis dan tetap semangat yang penting terus usaha dan berdoa jangan lupa beramal kerja yang iklas untung dikit yang penting halal cari berkah nya jangan cari dosa nya ok,negative
produknya sih bagus tapi agak keras bolanya,positive
jozz,positive
super enak rasanya selalu konsisten kerasa banget bahannya premium sudah pembelian ke kalinya,positive
bahan sayur diterima dalam keadaan fresh dan bagus praktis banget jadi memudahkan memasak satu paket sudah ada bumbu dan bahan sudah lengkap 👍👍 suka belanja disini 👍😍,positive
cuma dipacking plastik kresek saja ada bagian produk yang patah,neutral
bentuk dan ukuran pas bahan bagus warna sesuai gambar,positive
quality of work bagus,positive
pemasangan cukup mudah praktis setelah setaon lebih memakai manual sekarang full auto jadi makin mager deh 🤣 sempat kosong lama nunguin enggak pas cek ready langsung gaz,positive
enakk banget dan enggak terlalu manis teksturnya lembut dan agak chewy,positive
barang sampai dengan aman via gojek instan kualitas produk baik,positive
good quality tea for evening beverages,positive
barang sudah di terima terima kasih banyak ya gan,positive
sudah yang ke trimakasih indofarm semoga lancar usahanya,positive
flow restrictor bekerja dengan baik flow yang dihasilkan konsisten semoga awet,positive
suka wanginya ok banget cuma masalah selalu di kepala semprotannya,positive
lumayan daripada lumanjat,positive
sudah enggak salah lagi pesan roti untuk seluruh keluarga dari roti eneng varian banyak pasti semua ada pilihan yang disukain sobakso salah satu favorit bapak selalu pesan semangat roti eneng,positive
fast respon fast delivery sesuai dengan pesanan berfungsi dengan baik ok sip 👌,positive
bahan mudah di cuci warna cantik pemakaian mudah dengan resleting,positive
pelayanan okee cepat respon pengerjaan rapi thanks mas iyat dan yudi,positive
smooth dan nyaman karena ada shock depan belakang rem handle bar cukup praktis tapi keras overall recommended terima kasih decathlon id,positive
terima kasih responnya dan pengirimannya cepat sayuran dan ikan nya semua peckingnya juga rapi dan bersih terima kasih,positive
handle spray nya tidak kokoh beberapa kali pakai sudah tidak kuat nyemprot terpaksa dipindahkan ke wadah sprayer lain,neutral
product quality good,positive
sudah berapa kali pesan di sini dulu oke banget belakangan ini sudah kiriman selalu bermasalah pecah telur harus capek komplain dan foll up cs pun kurang ya enggak sudah niat juga buat memperbaiki masalah terakhir pesan sini deh capek sudah kalo pecah itu bau kemana mana berantakan,negative
barangnya bagus seller fast respon,positive
sudah diterima dalam kondisi baik dan sudah ditest terima kasih jby,positive
halo barangnya sudah sampai ok banget sesuai ekspektasiku 👍🏻 thank you,positive
pengiriman cepat discan langsung masuk ke apps ke disneyland langsung masukk lancarrr terima kasih min,positive
barang bagus orisinal hari sampai,positive
recommended seller deh,positive
produk original,positive
packing rapi banget dan aman ⭐⭐⭐⭐⭐,positive
ueenaaak matchanya anakku penggemar matcha thank seller,positive
mantap sekali touch screen lancar layar sensitif packaging aman 🙏,positive
recommended kualitas sangat baik jahitan rapi bahan kuat lapisan dalam lembut pelayanan seller juga ramah dan cepat,positive
pesanan sudah sampai dengan selamat dan packingnya benar benar rapi pesanan sesuai dengan picture terima kasih,positive
rasanya belum coba tapi respon dan pelayanannya ok kurir pun ok tq tokped seller kurir,positive
sudah sering beli disini dan selalu puas baik karena dagingnya bagus juga karena pelayanannya memuaskan,positive
bahan okay ukuran dan warna sesuai pesanan model keren semoga awet,positive
seller top sabar dan cepat dalam me response orderan barang ok the best,positive
double thumb up buat produk ini baru kali ini masang tempered glass presisi dan bersih banget setelah pemasangan juga sangat halus thanks,positive
packaging rapi dan aman double wrap barang original dan elegan langsung beli karena percaya anker dan seller oke punya keep up the good job,positive
barang bagus sesuai deskripsi,positive
bahan tebal dan rapi jahitannya cocok buat di rumah packing aman 👍,positive
sampai dengan selamat kondisi produk segar baik bawang campur tanpa bawang bombay jadi tidak sesuai gambar tapi overall sesuai order,positive
beberapa kali beli dagingnya lumayan tapi kali ini harus jujur review daging yang di dapat mengecewakan banyak slice dan mayoritas lemak bahkan beberapa slice lemak semua kelihatan seperti kumpulan potongan tidak sempurna yang dikumpulkan jadi satu sementara tidak beli ini dulu deh kalau nanti beli lagi masih seperti ini lebih baik stop beli sama sekali belanja dipasar bisa bebas pilih,negative
paket sampai dengan selamat dan sukses produk sesuai dengan orderan sankyu ya 🙏😎🙏,positive
pertama kali beli buat sendiri sama untuk ponakan yang sedang sakit sudah dicoba rasanya enak enggak bau enggak terlalu manis dan enggak enek karena seperti light milk terimakasih ya🙏,positive
produk sesuai dan sampai tanpa rusak hanya rusak kemasan luar,positive
balsem lang memang sangat sangat bermanfaat buat keperluan keluarga jika keluarga kita ada yang masuk angin dengan di oles balsem cap lang bisa menghilangkan rasa masuk angin 👌👌👌,positive
pengiriman cepat pesanan sesuai packing aman fast respon,positive
warna army nya keren habis deh size pas pokoknya keren deh sepatu nya,positive
gemboknya menampak kokoh pas buat kotak infaq masjid terimakasih sudah diproses dengan baik kak pesanannya semoga makin berkah dan lancar rejekinya,positive
mantull,positive
mantap helmnya plastinya tebal sesuai dengan gambar dan deskripsi,positive
produk sesuai deskripsi packing ok pengiriman cepat,positive
seperti biasa enak mochinya dan fresh baru pengiriman juga cepat,positive
kualitas bagus cukuplah untuk latihan anak pemula👍,positive
best black rice sudah coba banyak merk balik sini lagi deh pokoknya black rice pulang gampang diolah enggak ribet dan pulang enggak makan air tapi kepulenan itu fine banget,positive
favorite keluarga selalu ada di rumah,positive
kualitas bahan bagus dan sesuai ukuran,positive
mantap,positive
barang sudah diterima dengan aman sip pokoknya thx seller 👍👍,positive
barang nya sudah sampai sampai dengan selamat isian juga banyak bisa stok berbulan bulan ini mah😍 aroma wangi karakteristik bagus kebersihan bersih,positive
produk sesuai pesanan kwalitas bagus 👍 proses cepat,positive
barang sesuai deskripsi pas banget material bagus,positive
pengiriman cepat packing amann,positive
trim reseller barang sudah sampai dan sudah diterima barang sesuai pesanan kurir baik dan ramah kualitas produk sangat bagus,positive
rasa original gurih daging empuk toppp,positive
barang sesuai packing aman rapi pengiriman cepat,positive
pengiriman cepat seller reaponsif dan dapat bonus kaos kaki yonex juga thanks ya kak,positive
mantapsssss,positive
beli bibit disini tumbuh semua pengiriman juga relatif cepat 🔥🔥,positive
terima kasih banyak produk sampai dengan baik packing aman dan sesuai pesanan bahan tidak terlalu tebal dan tidak terlalu tipis bagus bahanya sesuai harga rekomended,positive
barang datang sesuai deskripsi,positive
barang sesuai dan pengiriman cepat,positive
barang sangat bagus,positive
lengkap dan cocok untuk camping packing aman 👍,positive
terimakasih fast respon,positive
mantap gan rekomendasi untuk pencarian anda dengan harga yang terjangkau dan kualitas ok coy,positive
okehhj,positive
respon cepat miminnya sabar packing bagus rapi barang sesuai pesanan dan kualitasnya enggak kalah dengan merk terkenal dari luar plus sempat terkejut dalam paket ada surprise dikasih bonus mengira salah kirim bintang enam deh pokoknya,positive
ini gampang banget kok buat dicetak harus mengikuti tutorialnyaa,positive
kualitas bagus bahannya bagus terimakasih,positive
alhamdulillah telah sampai pengantaran cepat dari waktu yang telah ditentukan paking rapi aman dan syukron kepada kurir dan penjual sukses terus amin,positive
kurang suka dengan bahannya ternyata,positive
mantul sesuai ekspektasi,positive
flash sale rp thanks,positive
produk sesuai deskripsi pengiriman cepat recommended seller,positive
barang original kualitasnya oke tadinya mau warna hitam tapi enggak ready packagingnya bagus thank you,positive
makasiih ya tapi sedikit bercak bercak,neutral
mantap pengiriman cepat,positive
mantap langsung diuji coba work debu hasil pekerjaan sih deboot langsung kesedot semua recomended product amp seller istriku senang pekerjaan sudah ada yang bantu beresin,positive
bagus sesuai ringan dipakai,positive
enggak ada efeknya,negative
barang dan packingnya sangat memuaskan thq seller,positive
service cepat tiket bisa digunakan penjual terpercaya,positive
sangat cocok buat anak ku terima kasih anak ku suka banget dapat nya,positive
awalnya belum tahu cara menggunakan barang ini terus mencoba lihat lewat youtube mungkin dari penjual dapat menyediakan cara menggunakan alat dimaksud biar pembeli dapat menggunakan dengan baik dan benar,positive
barang sesuai pesanan dan bahan bagus packing rapi dan aman pengiriman cepat,positive
datang kemarin sore pengirimannya lebih cepat dari perkiraan pagi tadi langsung dipakai lari enak kantong lebar panjang dan elastis buat naro soft flask aman saja dan enggak ada lecet di paha dll terbaik,positive
respon cepat packing rapi kwalitasnya juga bagus alhamdulillah recomended,positive
pengiriman cepat barang original packing rapi penjual ramah,positive
lumayn kuat,positive
barang sudah di terima dalam kondisi bagus…👍🏽👍🏽,positive
overall good,positive
sesuai pesanan,positive
produk sangat berkualitas reccommended seller pastinya bosku,positive
produk sudah diterima dengan baik produk cocok dengan rumput liar terima kasih,positive
barang tidak terkirim sama sekali namun proses pengembalian dana berjalan dengan lancar walaupun lama prosesnya perkiraan bulan saran saja memilih kurir untuk kerjasama ya dicek lagi perusahaan jasa kurir nya thanks,positive
mantap gede diluar dugaan worth itu di harga segini,positive
pembelian ke nyaman dipakai bahan ringan,positive
memang harga cukup tinggi tapi hasilnya sesuai harapan lampu pju pemerintah pun kalah terang sama lampu ini recommended product jangkauan sebaran lampu juga luas,positive
